nom répertoire photo|adresse site|Nom 1|Nom3|Nom 2|Nom latin|Nom latin2|Nom anglais|Ordre:famille|Fleur en groupe/Fleur isolée|Inflorescence|Fleur/sans fleur|Couleur de la fleur|Couleur 2|Aspect de la fleur|Particularité|Aspect réformé|Nombre de pétales, tépales ou lobes|Forme de la fleur Régulière/Irrégulière|Type de feuille|disposition des feuilles|Tige pubescente/glabre/épine|Feuille pubescente 1/ Feuille pubescente 2/Feuille glabre|FIN
Cigue_tachee|http://abiris.snv.jussieu.fr/flore/descriptions/Cigue_tachetee.html|Ciguë tachetée||Grande ciguë|Conium maculatum||Hemlock|Apiaceae|ombelle|groupe|avec|blanc||5 pétales||PSER, PSI|5|régulière, irrégulière|composée|alternes|glabre|glabre|
Cirse_commun|http://abiris.snv.jussieu.fr/flore/descriptions/Cirse_commun.html|Cirse commun|Chardon vulgaire| Cirse lancéolé|Cirsium vulgare||Spear Thistle|Asteraceae|grappe|groupe|avec|rose||composée||CLOT|>10|régulière|divisée|alternes|épine, pubescente|pubescente2|
Cirse_decoupe|http://abiris.snv.jussieu.fr/flore/descriptions/Cirse_decoupe.html|Cirse découpé||Cirse anglais|Cirsium dissectum||Meadow Thistle|Asteraceae|isolée, grappe|groupe, solitaire|avec|rose||composée||CLOT|>10|régulière|divisée, simple dentée|alternes|pubescente|pubescente2|
Cirse_champs|http://abiris.snv.jussieu.fr/flore/descriptions/Cirse_des_champs.html|Cirse des champs||Chardon des champs|Cirsium arvense||Creeping Thistle|Asteraceae|grappe|groupe|avec|rose||composée||CLOT|>10|régulière|simple dentée|alternes|glabre|glabre|
Chardon_maraicher|http://abiris.snv.jussieu.fr/flore/descriptions/Cirse_maraicher.html|Cirse maraîcher||Cirse faux-épinard|Cirsium oleraceum||Cabbage thistle|Asteraceae|grappe|groupe|avec|blanc||composée||CLOT|>10|régulière|divisée|alternes|glabre|pubescente2|
Cirse_tubereux|http://abiris.snv.jussieu.fr/flore/descriptions/Cirse_tubereux.html|Cirse tubéreux|||Cirsium tuberosum||Tuberous Thistle|Asteraceae|grappe, isolée|groupe, solitaire|avec|rose||composée||CLOT|>10|régulière|divisée|alternes|pubescente|pubescente2|
Clematite_vigne_blanche|http://abiris.snv.jussieu.fr/flore/descriptions/Clematite_vigne_blanche.html|Clématite vigne-blanche||Clématite des haies|Clematis vitalba||Old man's beard|Ranunculaceae|cyme, grappe|groupe|avec|blanc||PSER||PSER|4, 5|régulière|composée|opposées|pubescente|glabre|
Clinopode_commun|http://abiris.snv.jussieu.fr/flore/descriptions/Clinopode_commun.html|Clinopode commun|Calament clinopode|Grand basilic|Clinopodium vulgare||Wild Basil|Lamiaceae|couronne|groupe|avec|rose||tube|tachetée|PSLI|5|irrégulière|simple entière|opposées|pubescente|pubescente2|
Colza|http://abiris.snv.jussieu.fr/flore/descriptions/Colza.html|Colza|||Brassica napus||Rapeseed|Brassicaceae|grappe|groupe|avec|jaune||PSER||PSER|4|régulière|simple dentée|alternes|glabre|glabre|
Consoude_officinale|http://abiris.snv.jussieu.fr/flore/descriptions/Consoude_officinale.html|Consoude officinale||Grande consoude|Symphytum officinale||Common comfrey|Boraginaceae|grappe|groupe|avec|blanc|rose|tube||PSLE|5|régulière|simple entière|alternes|pubescente|pubescente2|
Coquelicot|http://abiris.snv.jussieu.fr/flore/descriptions/Coquelicot.html|Coquelicot|||Papaver rhoeas||Red poppy|Papaveraceae|isolée|solitaire|avec|rose||PSER||PSER|4|régulière|divisée|alternes|pubescente|pubescente2|
Coquelicot_douteux|http://abiris.snv.jussieu.fr/flore/descriptions/Coquelicot_douteux.html|Coquelicot douteux||Petit Coquelicot|Papaver dubium|| Long-headed Poppy|Papaveraceae|isolée|solitaire|avec|rose||PSER||PSER|4|régulière|divisée|alternes|pubescente|pubescente2|
Coronille_bigarree|http://abiris.snv.jussieu.fr/flore/descriptions/Coronille_bigarree.html|Coronille bigarrée|Coronille changeante|Coronille variée|Securigera varia||crown vetch|Fabaceae|ombelle|groupe|avec|rose|blanc|papillon|papillon|PSI|5|irrégulière|composée|alternes|glabre|glabre|
Crepis_bisannuel|http://abiris.snv.jussieu.fr/flore/descriptions/Crepis_bisannuel.html|Crépis bisannuel|Crépide des prés|Crépis des prés|Crepis biennis||rough hawksbeard|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|divisée|alternes|pubescente|pubescente2|
Crepis_capillaire|http://abiris.snv.jussieu.fr/flore/descriptions/Crepis_capillaire.html|Crépis capillaire|Crépide capillaire|Crépis verdâtre|Crepis capillaris||smooth hawksbeard|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|simple dentée|alternes|pubescente|glabre|
Crepis_Nimes|http://abiris.snv.jussieu.fr/flore/descriptions/Crepis_de_Nimes.html|Crépis de Nîmes|||Crepis sancta subsp. nemausensis||french hawksbeard|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|divisée|à la base|pubescente|pubescente2|
Crepis_fetide|http://abiris.snv.jussieu.fr/flore/descriptions/Crepis_fetide.html|Crépis fétide||Crépide fétide|Crepis foetida||stinking hawksbeard|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|divisée|alternes|pubescente|pubescente2|
Crepis_herisse|http://abiris.snv.jussieu.fr/flore/descriptions/Crepis_herisse.html|Crépis hérissé||Crépide hérissée|Crepis setosa||bristly hawksbeard|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|divisée|alternes|pubescente|pubescente2|
Cucubale|http://abiris.snv.jussieu.fr/flore/descriptions/Cucubale_a_baies.html|Cucubale à baies|Coulichon|Cucubale couchée|Cucubalus baccifer||Berry Catchfly|Caryophyllaceae|cyme|groupe|avec|blanc||PSER|échancré|PSER|5|régulière|simple entière|opposées|pubescente|pubescente2|
Datura|http://abiris.snv.jussieu.fr/flore/descriptions/Datura_officinal.html|Datura officinal|Herbe aux taupes|Stramoine commune|Datura stramonium||Jimson weed|Solanaceae|isolée|groupe, solitaire|avec|blanc|rose|tube||PSLE|5|régulière|simple dentée|alternes|glabre, pubescente|glabre|
Dauphinelle_jardins|http://abiris.snv.jussieu.fr/flore/descriptions/Dauphinelle_des_jardins.html|Dauphinelle des jardins|Pied d'alouette des jardins|Dauphinelle cultivée|Consolida ajacis||doubtful knight's spur|Ranunculaceae|grappe|groupe|avec|bleu||5 pétales|éperon|PSI|5|irrégulière|divisée|alternes|glabre|pubescente2|
Digitale_jaune|http://abiris.snv.jussieu.fr/flore/descriptions/Digitale_jaune.html|Digitale jaune|||Digitalis lutea||yellow foxglove|Scrofulariaceae|grappe|groupe|avec|jaune|blanc|tube||PSLI|5|irrégulière|simple entière|alternes|glabre|glabre|
Digitale_pourpre|http://abiris.snv.jussieu.fr/flore/descriptions/Digitale_pourpre.html|Digitale pourpre|||Digitalis purpurea||common foxglove|Scrofulariaceae|grappe|groupe|avec|rose||tube||PSLI|4|irrégulière|simple dentée|alternes|pubescente|pubescente2|
Drave_printaniere|http://abiris.snv.jussieu.fr/flore/descriptions/Drave_printaniere.html|Drave printanière|||Erophila verna||common whitlowgrass|Brassicaceae|grappe|groupe|avec|blanc||PSER|échancré|PSER|4|régulière|simple entière|à la base|pubescente|pubescente2|
Eperviere_piloselle|http://abiris.snv.jussieu.fr/flore/descriptions/Eperviere_piloselle.html|Epervière piloselle||Piloselle|Hieracium pilosella|| mouse-ear hawkweed|Asteraceae|grappe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|simple entière|à la base|pubescente|pubescente2|
Epiaire_annuelle|http://abiris.snv.jussieu.fr/flore/descriptions/Epiaire_annuelle.html|Epiaire annuelle|||Stachys annua||annual woundwort|Lamiaceae|couronne|groupe|avec|blanc||tube|tachetée|PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|glabre|
Epiaire_marais|http://abiris.snv.jussieu.fr/flore/descriptions/Epiaire_des_marais.html|Epiaire des marais|||Stachys palustris||Marsh woundwort|Lamiaceae|épi|groupe|avec|rose||tube|tachetée|PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Epiaire_des_forets|http://abiris.snv.jussieu.fr/flore/descriptions/Epiaire_des_forets.html|Epiaire des forêts|Ortie puante|Epiaire des bois|Stachys sylvatica||Hedge woundwort|Lamiaceae|épi|groupe||rose||tube|tachetée|PSLI|4, 5||simple dentée|opposées|pubescente|pubescente2|
Epiaire_droite|http://abiris.snv.jussieu.fr/flore/descriptions/Epiaire_droite.html|Epiaire droite|||Stachys recta||yellow woundwort|Lamiaceae|couronne|groupe|avec|blanc||tube|tachetée|PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Epiaire_officinale|http://abiris.snv.jussieu.fr/flore/descriptions/Epiaire_officinale.html|Epiaire officinale|Bétoine officinale|Epiaire bétoine|Stachys officinalis||Betony|Lamiaceae|couronne|groupe|avec|rose||tube||PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Epilobe_petites_fleurs|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_a_petites_fleurs.html|Epilobe à petites fleurs||Epilobe mollet|Epilobium parviflorum||Smallflower Hairy Willowherb|Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple entière|alternes|pubescente|pubescente2|
Epilobe_a_quatre_angles|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_a_quatre_angles.html|Epilobe à quatre angles|||Epilobium tetragonum||square-stemmed willowherb|Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple dentée|alternes|glabre, pubescente|glabre|
Epilobe_cilie|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_cilie.html|Epilobe cilié||Epilobe à tige glanduleuse|Epilobium ciliatum||fringed willowherb|Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple dentée|opposées|glabre, pubescente|glabre|
Epilobe_automne|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_d_automne.html|Epilobe d'automne||Epilobe à fruits courts|Epilobium brachycarpum||tall willowherb|Onagraceae|grappe|groupe|avec|rose|blanc|PSER|échancré|PSER|4|régulière|simple dentée|alternes|glabre|glabre|
Epilobe_des_montagnes|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_des_montagnes.html|Epilobe des montagnes|||Epilobium montanum||broad-leaved willowherb|Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple dentée|opposées|pubescente|pubescente2|
Epilobe_lanceole|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_lanceole.html|Epilobe lancéolé|||Epilobium lanceolatum||spear-leaved willowherb|Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple dentée|alternes|pubescente|pubescente2|
Epilobe_velu|http://abiris.snv.jussieu.fr/flore/descriptions/Epilobe_velu.html|Epilobe velu|Epilobe à grandes fleurs|Epilobe hérissé|Epilobium hirsutum|| great willowherb |Onagraceae|grappe|groupe|avec|rose||PSER|échancré|PSER|4|régulière|simple dentée|opposées|pubescente|pubescente1|
Epipactis_helleborine|http://abiris.snv.jussieu.fr/flore/descriptions/Epipactis_helleborine.html|Epipactis helléborine|Helléborine|Epipactis à larges feuilles|Epipactis helleborine||Broad-leaved Helleborine|Orchidaceae|grappe|groupe|avec|vert||orchidée||PSI|6|irrégulière|simple entière|alternes|glabre, pubescente|glabre|
Erodium_feuilles_cigue|http://abiris.snv.jussieu.fr/flore/descriptions/Erodium_a_feuilles_de_cigue.html|Erodium à feuilles de ciguë|Érodium commun|Bec-de-grue  à feuilles de ciguë|Erodium cicutarium||redstem filaree|Geraniaceae|ombelle|groupe|avec|rose||5 pétales||PSER, PSI|5|régulière|composée|alternes, opposées|pubescente|pubescente2|
Eupatoire_chanvrine|http://abiris.snv.jussieu.fr/flore/descriptions/Eupatoire_chanvrine.html|Eupatoire chanvrine|||Eupatorium cannabinum||Hemp-agrimony| Asteraceae|ombelle|groupe|avec|rose||composée||CLOT|>10|régulière|composée|opposées|pubescente|pubescente2|
Euphorbe_peplus|http://abiris.snv.jussieu.fr/flore/descriptions/Euphorbe_peplus.html|Euphorbe péplus|Ésule ronde|Euphorbe des jardins|Euphorbia peplus||petty spurge|Euphorbiaceae|ombelle|groupe|avec|vert||sans corolle||autre|0|irrégulière, régulière|simple entière|alternes|glabre|glabre|
Euphorbe_reveil_matin|http://abiris.snv.jussieu.fr/flore/descriptions/Euphorbe_reveil_matin.html|Euphorbe réveil-matin||Petite Éclaire|Euphorbia helioscopia||Sun Spurge|Euphorbiaceae|ombelle|groupe|avec|vert|jaune|sans corolle||autre|0|irrégulière, régulière|simple dentée|alternes|glabre, pubescente|glabre|
Euphraise_raide|http://abiris.snv.jussieu.fr/flore/descriptions/Euphraise_raide.html|Euphraise raide||Euphraise dressée|Euphrasia stricta||drug eyebright|Scrofulariaceae|grappe|groupe|avec|rose|blanc|tube|tachetée|PSLI|5|irrégulière|simple dentée|alternes|pubescente|glabre|
Falcaire|http://abiris.snv.jussieu.fr/flore/descriptions/Falcaire_commune.html|Falcaire commune||Falcaire de Rivin|Falcaria vulgaris||longleaf|Apiaceae|ombelle|groupe|avec|blanc||5 pétales|échancré|PSER|5|régulière|composée|alternes|pubescente|glabre|
Fenouil|http://abiris.snv.jussieu.fr/flore/descriptions/Fenouil_commun.html|Fenouil commun|||Foeniculum vulgare||Fennel|Apiaceae|ombelle|groupe|avec|jaune||5 pétales||PSER|5|régulière|composée|alternes|glabre|glabre|
Ficaire|http://abiris.snv.jussieu.fr/flore/descriptions/Ficaire.html|Ficaire|Renoncule ficaire|Ficaire fausse-renoncule|Ranunculus ficaria||Lesser celandine|Ranunculaceae|isolée|solitaire|avec|jaune||6 pétales, 7 pétales, 8 pétales, 9 pétales, 10 pétales, 11 pétales, 12 pétales||PSER|6, 7-10, >10|régulière|simple entière|alternes, opposées|glabre|glabre|
Filipendule_ulmaire|http://abiris.snv.jussieu.fr/flore/descriptions/Filipendule_ulmaire.html|Filipendule ulmaire|Fausse spirée|Reine des prés|Filipendula ulmaria||meadowsweet|Rosaceae|grappe|groupe|avec|blanc||5 pétales||PSER|5|régulière|composée|alternes|glabre|pubescente1|
Fluteau_fausse_renoncule|http://abiris.snv.jussieu.fr/flore/descriptions/Fluteau_fausse_renoncule.html|Flûteau fausse renoncule|Plantain d'eau fausse renoncule|Alisma fausse renoncule|Baldellia ranunculoides|| lesser water-plantain|Alismataceae|ombelle|groupe|avec|blanc|rose|PSER|tachetée|PSER|1-3|régulière|simple entière|à la base|glabre|glabre|
Fraisier_bois|http://abiris.snv.jussieu.fr/flore/descriptions/Fraisier_des_bois.html|Fraisier des bois|||Fragaria vesca||wild strawberry|Rosaceae|cyme|groupe|avec|blanc||5 pétales||PSER|5|régulière|composée|à la base|pubescente|pubescente2|
Fritillaire_damier|http://abiris.snv.jussieu.fr/flore/descriptions/Fritillaire_damier.html|Fritillaire damier||Fritillaire oeuf de pintade|Fritillaria meleagris||snake's head fritillary|Liliaceae|isolée|solitaire|avec|bleu|rose|cloche|cloche, tachetée|PSER|6|régulière|simple entière|alternes|glabre|glabre|
Fumeterre_murs|http://abiris.snv.jussieu.fr/flore/descriptions/Fumeterre_des_murs.html|Fumeterre des murs|||Fumaria muralis||common ramping-fumitory|Fumariaceae|grappe|groupe|avec|rose||présence d'éperon|éperon|PSI|4|irrégulière|composée|alternes|glabre|glabre|
Fumeterre_grimpante|http://abiris.snv.jussieu.fr/flore/descriptions/Fumeterre_grimpante.html|Fumeterre grimpante||Fumeterre blanche|Fumaria capreolata||white fumitory|Fumariaceae|grappe|groupe|avec|blanc|rose|présence d'éperon|éperon|PSI|4|irrégulière|composée|alternes|glabre|glabre|
Fumeterre_officinale|http://abiris.snv.jussieu.fr/flore/descriptions/Fumeterre_officinale.html|Fumeterre officinale||Pied de Céline|Fumaria officinalis||common fumitory|Fumariaceae|grappe|groupe|avec|rose||présence d'éperon|éperon|PSI|4|irrégulière|composée|alternes|glabre|glabre|
Gaillet_croisette|http://abiris.snv.jussieu.fr/flore/descriptions/Gaillet_croisette.html|Gaillet croisette|Croisette commune|Croisette velue|Cruciata laevipes||crosswort|Rubiaceae|cyme|groupe|avec|jaune||PSER||PSLE|4|régulière|simple entière|verticillées|pubescente|pubescente2|
Gaillet_gratteron|http://abiris.snv.jussieu.fr/flore/descriptions/Gaillet_gratteron.html|Gaillet gratteron|Gratteron|Gaillet accrochant|Galium aparine||Cleavers|Rubiaceae|cyme|groupe|avec|blanc||PSER||PSLE|4|régulière|simple dentée, simple entière |verticillées|épine, pubescente|pubescente2|
Gaillet_mollugine|http://abiris.snv.jussieu.fr/flore/descriptions/Gaillet_mollugine.html|Gaillet mollugine|Caille-lait blanc|Gaillet mou|Galium mollugo||white bedstraw|Rubiaceae|grappe|groupe|avec|blanc||PSER||PSLE|4|régulière|simple dentée, simple entière |verticillées|pubescente|glabre|
Gaillet_odorant|http://abiris.snv.jussieu.fr/flore/descriptions/Gaillet_odorant.html|Gaillet odorant|Aspérule odorante|Petit Muguet|Galium odoratum||Sweetscented Bedstraw|Rubiaceae|ombelle|groupe|avec|blanc||PSLE||PSLE|4|régulière|simple dentée, simple entière |verticillées|glabre|glabre|
Gaillet_vrai|http://abiris.snv.jussieu.fr/flore/descriptions/Gaillet_vrai.html|Gaillet vrai|Caille-lait jaune|Gaillet jaune|Galium verum||Yellow Bedstraw|Rubiaceae|grappe|groupe|avec|jaune||PSER||PSLE|4|régulière|simple dentée, simple entière |verticillées|pubescente|pubescente2|
Galeopsis_des_moissons|http://abiris.snv.jussieu.fr/flore/descriptions/Galeopsis_des_moissons.html|Galéopsis des moissons|Galéopsis des champs|Galéopsis douteux|Galeopsis ladanum||red hempnettle |Lamiaceae|couronne|groupe|avec|blanc||tube|tachetée|PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Galeopsis_tetrahit|http://abiris.snv.jussieu.fr/flore/descriptions/Galeopsis_tetrahit.html|Galéopsis tétrahit|||Galeopsis tetrahit ||brittlestem hempnettle |Lamiaceae|couronne|groupe|avec|rose|blanc|tube|tachetée|PSLI|4, 5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Galinsoga_cilie|http://abiris.snv.jussieu.fr/flore/descriptions/Galinsoga_cilie.html|Galinsoga cilié|||Galinsoga quadriradiata||shaggy soldier|Asteraceae|cyme|groupe|avec|blanc|jaune|composée||CTL|>10|irrégulière, régulière|simple dentée|opposées|pubescente|glabre|
Geranium_fluet|http://www.tela-botanica.org/bdtfx-nn-30036-synthese|Géranium à tiges grêles||Géranium fluet|Geranium pusillum||Small-flowered crane's-bill|Geraniaceae||groupe||rose|bleu|||PSER|5||divisée|opposées|pubescente|pubescente2|
Geranium_des_Pyrenees|http://www.tela-botanica.org/bdtfx-nn-75152-synthese|Géranium des Pyrénées|||Geranium pyrenaicum||Hedgerow crane's-bill|Geraniaceae||groupe||rose|bleu||échancré|PSER|5||divisée|opposées|pubescente|pubescente2|
Geranium_sanguin|http://www.tela-botanica.org/bdtfx-nn-30061-synthese|Géranium sanguin|||Geranium sanguineum||Bloody crane's-bill|Geraniaceae||groupe||rose|||échancré|PSER|5||divisée|opposées|pubescente|pubescente2|
Geranium_feuilles_rondes|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_a_feuilles_rondes.html|Géranium à feuilles rondes|||Geranium rotundifolium||round-leave crane's-bill|Geraniaceae|grappe|groupe|avec|rose||5 pétales||PSER|5|régulière|divisée|opposées|pubescente|pubescente2|
Geranium_colombin|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_colombin.html|Géranium colombin|||Geranium columbinum||Long-stalked crane's-bill|Geraniaceae|grappe|groupe|avec|rose||5 pétales|échancré|PSER|5|régulière|divisée|opposées|pubescente|pubescente2|
Geranium_dissectum|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_decoupe.html|Géranium découpé|Géranium disséqué|Géranium à feuilles découpées|Geranium dissectum||Cut-leave crane's-bill|Geraniaceae|grappe|groupe|avec|rose||5 pétales|échancré|PSER|5|régulière|divisée|opposées|pubescente|glabre, pubescente2|
Geranium_herbe_Robert|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_herbe_a_Robert.html|Géranium herbe à Robert|||Geranium robertianum||Herb Robert|Geraniaceae|grappe|groupe|avec|rose||5 pétales||PSER|5|régulière|divisée|opposées|pubescente|glabre|
Geranium_luisant|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_luisant.html|Géranium luisant|||Geranium lucidum||Shiny crane's-bill|Geraniaceae|grappe|groupe|avec|rose||5 pétales||PSER|5|régulière|divisée|opposées|glabre|pubescente1|
Geranium_mou|http://abiris.snv.jussieu.fr/flore/descriptions/Geranium_mou.html|Géranium mou|||Geranium molle||dove's foot crane's-bill|Geraniaceae|grappe|groupe|avec|rose||5 pétales|échancré|PSER|5|régulière|divisée|opposées|pubescente|pubescente2|
Germandree_marais|http://abiris.snv.jussieu.fr/flore/descriptions/Germandree_des_marais.html|Germandrée des marais|||Teucrium scordium||Water Germander|Lamiaceae|couronne|groupe|avec|rose||tube||PSLI|5|irrégulière|simple dentée|opposées|pubescente|pubescente2|
Germandree_scorodoine|http://abiris.snv.jussieu.fr/flore/descriptions/Germandree_scorodoine.html|Germandrée scorodoine|Germandrée des bois|Sauge des bois|Teucrium scorodonia||wood sage|Lamiaceae|grappe|groupe|avec|blanc||tube||PSLI|5|irrégulière|simple dentée|opposées|pubescente|pubescente1|
Gesse_larges_feuilles|http://abiris.snv.jussieu.fr/flore/descriptions/Gesse_a_larges_feuilles.html|Gesse à larges feuilles||Pois vivace|Lathyrus latifolius||perennial peavine|Fabaceae|grappe|groupe|avec|rose||papillon|papillon|PSI|5|irrégulière|composée|alternes|glabre, pubescente|glabre|
Gesse_des_montagnes|http://abiris.snv.jussieu.fr/flore/descriptions/Gesse_des_montagnes.html|Gesse des montagnes||Gesse à feuilles de lin|Lathyrus linifolius||bitter vetch|Fabaceae|grappe|groupe||rose|||papillon|PSI|5||composée|alternes|glabre|glabre|
Gesse_pres|http://abiris.snv.jussieu.fr/flore/descriptions/Gesse_des_pres.html|Gesse des prés|||Lathyrus pratensis||meadow vetchling|Fabaceae|grappe|groupe|avec|jaune||papillon|papillon|PSI|5|papillon|composée|alternes|pubescente|pubescente1|
Gesse_hirsute|http://abiris.snv.jussieu.fr/flore/descriptions/Gesse_herissee.html|Gesse hérissée|Gesse velue|Gesse hirsute|Lathyrus hirsutus||hairy vetchling|Fabaceae|grappe|groupe|avec|bleu|rose|papillon|papillon, tachetée|PSI|5|irrégulière|composée|alternes|pubescente|glabre|
Gesse_sans_feuilles
|http://abiris.snv.jussieu.fr/flore/descriptions/Gesse_sans_feuille.html|Gesse sans feuille|||Lathyrus aphaca||yellow pea|Fabaceae|grappe|groupe|avec|jaune||papillon|papillon, tachetée|PSI|5|irrégulière|autre|autre|glabre|glabre|
Glechoma|http://abiris.snv.jussieu.fr/flore/descriptions/Glechoma_faux_lierre.html|Gléchoma faux lierre|Lierre terrestre|Gléchome lierre terrestre|Glechoma hederacea||ground-ivy|Lamiaceae|cyme|groupe|avec|bleu||tube|tachetée|PSLI|5|irrégulière|simple dentée|alternes|pubescente|pubescente2|
Gnaphale_jaunatre|http://abiris.snv.jussieu.fr/flore/descriptions/Gnaphale_jaunatre.html|Gnaphale jaunâtre|Cotonnière blanc-jaunâtre|Immortelle des marais|Laphangium luteoalbum|||Asteraceae|corymbe|groupe|avec|jaune|blanc|composée||CLOT|>10|irrégulière, régulière|simple dentée, simple entière|alternes|pubescente|pubescente2|
Grande_camomille|http://abiris.snv.jussieu.fr/flore/descriptions/Grande_Camomille.html|Grande Camomille|||Tanacetum parthenium||feverfew|Asteraceae||groupe||blanc|jaune|||CTL|>10||divisée|alternes|glabre|pubescente2|
Grande_pimprenelle|http://abiris.snv.jussieu.fr/flore/descriptions/Grande_Pimprenelle.html|Grande Pimprenelle||Pimprenelle officinale|Sanguisorba officinalis||great burnet|Rosaceae||groupe||rose||||PSER|4||composée|alternes|glabre|glabre|
Gremil_bleu_pourpre|http://abiris.snv.jussieu.fr/flore/descriptions/Gremil_bleu_pourpre.html|Grémil bleu-pourpre|||Lithospermum purpurocaeruleum||Purple Gromwell|Boraginaceae|grappe|groupe|avec|bleu||5 pétales||PSLE|5|régulière|simple entière|alternes|pubescente|pubescente2|
Guimauve|http://abiris.snv.jussieu.fr/flore/descriptions/Guimauve.html|Guimauve|Guimauve officinale|Mauve blanche|Althaea officinalisa||marshmallow|Malvaceae|grappe|groupe|avec|blanc||5 pétales||PSER|5|régulière|simple dentée|alternes|pubescente|pubescente2|
Heliantheme_nummulaire|http://abiris.snv.jussieu.fr/flore/descriptions/Heliantheme_commun.html|Hélianthème commun|Hélianthème jaune|Hélianthème nummulaire|Helianthemum nummularium||Common Rock-rose|Cistaceae|grappe|groupe|avec|jaune||5 pétales||PSER|5|régulière|simple entière|opposées|glabre|pubescente2|
Heliantheme_tachete|http://abiris.snv.jussieu.fr/flore/descriptions/Heliantheme_tachete.html|Hélianthème tacheté|Hélianthème à gouttes|Hélianthème taché|Tuberaria guttata||spotted rockrose|Cistaceae|grappe|groupe|avec|jaune||5 pétales|tachetée|PSER|5|régulière|simple entière|alternes, opposées|pubescente|pubescente2|
Heliotrope|http://abiris.snv.jussieu.fr/flore/descriptions/Heliotrope_d_Europe.html|Héliotrope d'Europe|Héliotrope commun|Herbe de la Saint-Fiacre|Heliotropium europaeum||European Heliotrope|Boraginaceae|grappe|groupe|avec|blanc||5 pétales||PSLE|5|régulière|simple entière|alternes|pubescente|pubescente2|
Inule_feuilles_de_saule|http://abiris.snv.jussieu.fr/flore/descriptions/Inule_a_feuilles_de_saule.html|Inule à feuilles de saule|||Inula salicina||willowleaf yellowhead|Asteraceae|isolée|groupe, solitaire|avec|jaune||composée||CTL|>10|régulière|simple entière|alternes|glabre, pubescente|pubescente2|
Inule_britannique|http://abiris.snv.jussieu.fr/flore/descriptions/Inule_britannique.html|Inule britannique|||Inula britannica||British yellowhead|Asteraceae|isolée|groupe, solitaire|avec|jaune||composée||CTL|>10|régulière|simple dentée|alternes|pubescente|pubescente2|
Inule_conyze|http://abiris.snv.jussieu.fr/flore/descriptions/Inule_conyze.html|Inule conyze||Herbe aux mouches|Inula conyza||plougman's-spikenard|Asteraceae|corymbe|groupe|avec|jaune||composée||CLOT|>10|régulière, irrégulière|simple dentée|alternes|pubescente|pubescente1|
Inule_odorante|http://abiris.snv.jussieu.fr/flore/descriptions/Inule_odorante.html|Inule odorante||Inule fétide|Dittrichia graveolens||stinkwort|Asteraceae|grappe|groupe|avec|jaune||composée||CTL|>10|régulière, irrégulière|simple entière|alternes|pubescente|pubescente2|
Iris_marais|http://abiris.snv.jussieu.fr/flore/descriptions/Iris_des_marais.html|Iris des marais|Iris jaune|Iris faux acore|Iris pseudacorus||yellow iris|Iridaceae|cyme|groupe|avec|jaune||6 pétales||PSER, PSLE|6|régulière|simple entière|alternes|glabre|glabre|
Iris_fetide|http://abiris.snv.jussieu.fr/flore/descriptions/Iris_fetide.html|Iris fétide||Iris gigot|Iris foetidissima||Stinking iris|Iridaceae|cyme|groupe|avec|rose|marron|6 pétales||PSER, PSLE|6|régulière|simple entière|alternes|glabre|glabre|
Jacinthe_bois|http://abiris.snv.jussieu.fr/flore/descriptions/Jacinthe_des_bois.html|Jacinthe des bois|Endymion penché|Jacinthe sauvage|Hyacinthoides non-scripta||common bluebell|Hyacinthaceae|grappe|groupe|avec|bleu||cloche|cloche|PSLE|6|régulière|simple entière|à la base|glabre|glabre|
